,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,RestaurantsTakeOut,RestaurantsDelivery,BusinessAcceptsCreditCards,HighPriceRange,OutdoorSeating,RestaurantsReservations,RestaurantsGoodForGroups,HasTV,Alcohol,GoodForKids,Restaurants,Food,Nightlife,Bars,Sandwiches,Pizza,American (New),Breakfast & Brunch,American (Traditional),Coffee & Tea,Italian,Chinese,Fast Food,Burgers,Seafood,Cafes,Mexican,Delis,Event Planning & Services,Salad,Specialty Food,Chicken Wings,Bakeries,Japanese,Asian Fusion,Vegetarian,Caterers,Desserts,Sushi Bars,Mediterranean,Cheesesteaks,Pubs,num_attr_missing,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual,garage,street,validated,lot,valet,days_open,avg_hours_open,yelp_score,zip,median_income,mean_income,RestaurantsAttire_casual,RestaurantsAttire_dressy,RestaurantsAttire_formal,RestaurantsAttire_other,WiFi_free,WiFi_no,WiFi_paid,HighMedianIncome,HighMeanIncome
1270,1445,phsLOuBeiYI43hglvWK96Q,P S & Co,1706 Locust St,Philadelphia,PA,19103.0,39.9487961,-75.1697449,4.0,437,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,7,9.142857142857142,3.986216170339172,19103.0,79110.0,134268.0,1,0,0,0,0,1,0,1,1
1271,1447,2WGnykxiM-Mp-qIm2u7iAw,Maggiano's Little Italy,1201 Filbert St,Philadelphia,PA,19107.0,39.9531992,-75.1602278,3.5,676,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,7,10.714285714285714,3.5011354968448787,19107.0,60676.0,91522.0,1,0,0,0,1,0,0,1,1
1272,1448,TQ3XTsjmefGlkhFtx1OTIQ,Romano's Meatball,3136 Richmond St,Philadelphia,PA,19134.0,39.9824897835,-75.1027133333,4.0,13,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,9.0,3.769758993443204,19134.0,34374.0,47673.0,0,0,0,1,0,1,0,0,0
1273,1449,Jn4tRtjIuz6MBCykQySpeg,Woodrow's Sandwich Shop,630 South St,Philadelphia,PA,19147.0,39.9419789,-75.1532317,4.5,312,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,9.0,4.459458566941615,19147.0,86147.0,128426.0,1,0,0,0,0,1,0,1,1
1274,1450,k_eKYlkhI11VGzb5RxHmOA,Gennaro's Pizza,1200 South St,Philadelphia,PA,19147.0,39.9430766,-75.1619363,3.0,24,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,11.785714285714286,3.204828758499118,19147.0,86147.0,128426.0,1,0,0,0,0,1,0,1,1
1275,1451,vUBnjutMeNiBRSB-7o1imQ,Tarka Restaurant,3801 Chestnut St,Philadelphia,PA,19104.0,39.9555544,-75.1985848,2.5,78,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10.5,2.660690139380071,19104.0,28603.0,46430.0,1,0,0,0,0,1,0,0,0
1276,1452,u0Bt7uvvj7LAjAdiMtrhug,Laser Wolf,1301 N Howard St,Philadelphia,PA,19122.0,39.9706068,-75.1365465,4.5,162,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,6,7.958333333333333,4.424906209221401,19122.0,44758.0,72780.0,1,0,0,0,0,1,0,0,0
1277,1453,pgri9CUZXGy9hi6UMMQR6A,Louie Louie,3611 Walnut St,Philadelphia,PA,19104.0,39.9532791038,-75.1955875611,4.0,272,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,9.928571428571429,3.978263960919463,19104.0,28603.0,46430.0,1,0,0,0,1,0,0,0,0
1278,1454,J-7oP_UaDIYG8CZwFL70kg,Pete's Pizza,6047 Woodland Ave,Philadelphia,PA,19142.0,39.9295069803,-75.2289936736,1.5,42,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,15.0,2.013990943267259,19142.0,35049.0,43501.0,1,0,0,0,0,1,0,0,0
1279,1455,-hsR1sWeD9Vw_nh5Qym2fg,Trolley Car Cafe,3269 S Ferry Rd,Philadelphia,PA,19129.0,40.00737,-75.191347,3.5,261,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,6.0,3.502849064810788,19129.0,72328.0,97886.0,1,0,0,0,1,0,0,1,1
1280,1456,6t5GtOtmoApCtSNXv2RJpg,Mian at Rivers Casino Philadelphia,1001 N Delaware Ave,Philadelphia,PA,19125.0,39.9638134,-75.1324645,2.5,10,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,12.0,3.1159788676236047,19125.0,79612.0,89666.0,1,0,0,0,1,0,0,1,0
1281,1457,7Zv6DTlcUZvBjmTic6oqTQ,Brunics,2000 S 17th St,Philadelphia,PA,19145.0,39.9261964,-75.1744997,4.0,52,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,7.285714285714286,3.905810497317675,19145.0,54353.0,70563.0,1,0,0,0,0,1,0,0,0
1282,1458,zxRmQ_FWVowh8rlzLCSURQ,Verree Express Pizza,7959 Verree Rd,Philadelphia,PA,19111.0,40.072409,-75.0760465,3.0,24,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.014882185523954,3.204828758499118,19111.0,51567.0,69823.0,1,0,0,0,0,1,0,0,0
1283,1460,Q0pFg3ri7kt9xIxxXh7-RQ,SOMO Manayunk,4311 Main St,Philadelphia,PA,19127.0,40.0250874,-75.2221876,3.5,288,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,7,12.571428571428571,3.502594347095916,19127.0,74936.0,104604.0,1,0,0,0,1,0,0,1,1
1284,1461,L4xQO6dGB193NuuY4_PkGA,Blue Bear,216 S 11th St,Philadelphia,PA,19107.0,39.948104,-75.159407,2.5,17,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,11.014882185523954,2.976886865256984,19107.0,60676.0,91522.0,1,0,0,0,0,1,0,1,1
1285,1463,eLXLVbJJlqslB0MZNY1G6A,Sam's Cold Cuts,173 W Chew Ave,Philadelphia,PA,19120.0,40.0373432,-75.1235487,3.5,7,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.014882185523954,3.537309182046024,19120.0,38996.0,53609.0,1,0,0,0,0,1,0,0,0
1286,1464,XCJ8N1GrV9Gdgbyp1U05NQ,Key Food Pizza,1846 S 12th St,Philadelphia,PA,19148.0,39.9264546,-75.1656307,3.0,65,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,12.166666666666666,3.098525225607171,19148.0,60226.0,75581.0,1,0,0,0,0,1,0,0,0
1287,1465,FJl6LCHbqiM9mvSwDjFAjw,Kim's Restaurant,5955 N 5th St,Philadelphia,PA,19120.0,40.0421548,-75.1289525,4.0,181,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,11.5,3.968120476015213,19120.0,38996.0,53609.0,1,0,0,0,1,0,0,0,0
1288,1466,RQAF6a0akMiot5lZZnMNNw,Dalessandro’s Steaks & Hoagies,600 Wendover St,Philadelphia,PA,19128.0,40.029494,-75.2059714,4.0,2686,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,7,11.142857142857142,3.997697589934432,19128.0,76854.0,95665.0,1,0,0,0,0,1,0,1,1
1289,1467,xZ8xX5epDVMqD6mklwtP3g,Mama Yolanda's Italian Restaurant,746 S 8th St,Philadelphia,PA,19147.0,39.9402619,-75.1561121,2.0,8,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.014882185523954,2.990158764680296,19147.0,86147.0,128426.0,0,0,0,1,0,1,0,1,1
1290,1468,qM7Uh41I8wStZMXeoyDTYQ,Hatch & Coop,125 South 40th St,Philadelphia,PA,19104.0,39.9547153,-75.2020952,3.0,15,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.0,3.268396304240224,19104.0,28603.0,46430.0,1,0,0,0,1,0,0,0,0
1291,1469,a8lpo_f90MkG38-g6Dv6dw,Manayunk Café,3722 Main St,Philadelphia,PA,19127.0,40.0154121,-75.210575,1.5,17,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,24.0,2.4284997684827907,19127.0,74936.0,104604.0,1,0,0,0,0,1,0,1,1
1292,1470,U7XK2Ki-PGx87IgXxH55IQ,Divan Turkish Kitchen,918 S 22nd St,Philadelphia,PA,19146.0,39.9407814,-75.1796694,3.0,84,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,10.416666666666666,3.07942339615272,19146.0,77091.0,108126.0,1,0,0,0,1,0,0,1,1
1293,1471,2hCJpE5I2OfEToUGcvdGRQ,Wajoe,2034  Chestnut St,Philadelphia,PA,19103.0,39.951986,-75.17492,3.0,43,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,11.0,3.1365525056660792,19103.0,79110.0,134268.0,1,0,0,0,0,1,0,1,1
1294,1472,dyxO905efg4xDODf-FCzZA,Katie O'Donnell's,4501 Woodhaven Rd,Philadelphia,PA,19154.0,40.0837370517,-74.9661775389,3.0,69,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,13.0,3.093777021963452,19154.0,72161.0,90650.0,1,0,0,0,1,0,0,1,0
1295,1473,K2svtoFXk68mFIIwLjG36g,Devon & Blakely,1801 Market St,Philadelphia,PA,19103.0,39.9535838538,-75.1701486602,3.0,94,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,11.014882185523954,3.072069377990431,19103.0,79110.0,134268.0,1,0,0,0,1,0,0,1,1
1296,1474,BFPxxguGxBZQ0kR0rWePTQ,Dunkin',2530 Aramingo Ave,Philadelphia,PA,19125.0,39.978086,-75.1194651,1.5,27,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,24.0,2.202036410316256,19125.0,79612.0,89666.0,0,0,0,1,1,0,0,1,0
1297,1476,LSh18uOYKvYUtVoRXAsrtw,The Bourse Food Hall,111 S Independence Mall E,Philadelphia,PA,19106.0,39.9497563,-75.1480623,4.0,95,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,15.714285714285714,3.942967824063913,19106.0,116368.0,162885.0,0,0,0,1,1,0,0,1,1
1298,1477,N00XVr8qnUl5DSdTecFJ0w,Cafe Express,1800 Market St,Philadelphia,PA,19103.0,39.9527827,-75.1703617,4.0,9,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.014882185523954,3.729717079259413,19103.0,79110.0,134268.0,1,0,0,0,0,1,0,1,1
1299,1478,7SUOgtE3XmoKbLT5KuUYlA,Taj-E-India,501 Fairmount Ave,Philadelphia,PA,19123.0,39.9634438366,-75.1468081,4.5,34,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8.142857142857142,4.224656100478469,19123.0,77111.0,106137.0,0,0,0,1,1,0,0,1,1
1300,1479,U_X60dqUInqe-F3cvbY57Q,A Taste O' Home,6045 Baltimore Ave,Philadelphia,PA,19143.0,39.9437982,-75.2464248,2.5,8,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.666666666666666,3.1719769464984777,19143.0,37434.0,56396.0,1,0,0,0,0,1,0,0,0
1301,1480,uPrgY60Ibnlc7zn323kg1Q,Bianca Pizza & Trattoria,514 South St,Philadelphia,PA,19147.0,39.941646,-75.151419,2.5,10,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,7,12.285714285714286,3.1159788676236047,19147.0,86147.0,128426.0,1,0,0,0,1,0,0,1,1
1302,1481,uVyohgIjld0qrQOPv7mXUQ,Sole Food,"Loews Philadelphia Hotel, 1200 Market St",Philadelphia,PA,19107.0,39.9518185,-75.1603207,3.5,67,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,15.5,3.5096727509008216,19107.0,60676.0,91522.0,0,1,0,0,1,0,0,1,1
1303,1482,hOupS2QRNIuMLfcpOqC0oA,Rose Petals Cafe,322 W Chelten Ave,Philadelphia,PA,19144.0,40.0295621,-75.1808491,4.0,252,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,7,9.5,3.976629672266792,19144.0,35047.0,54552.0,1,0,0,0,1,0,0,0,0
1304,1483,tTzXJ9oXZCCL3Wip6dEoTQ,The Crimson Cafe,5847 Market St,Philadelphia,PA,19139.0,39.9618991,-75.2384373,4.0,13,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9.833333333333334,3.769758993443204,19139.0,30490.0,41195.0,1,0,0,0,0,1,0,0,0
1305,1484,YPLfRswyryjjW3VJa-SdaA,Ishkabibble's,337 S St,Philadelphia,PA,19147.0,39.9416787531,-75.1487875936,4.0,722,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,13.214285714285714,3.991553658726856,19147.0,86147.0,128426.0,1,0,0,0,0,1,0,1,1
1306,1485,lQqHGyMrCfnPJATp7wUrZQ,Santucci Square Pizza V,2313 E Venango St,Philadelphia,PA,19134.0,39.9944495,-75.0970217,2.5,16,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.014882185523954,2.9927830940988835,19134.0,34374.0,47673.0,1,0,0,0,0,1,0,0,0
1307,1486,fzftd8EhMnYCXE7D76zCrA,McDonald's,120 W Oregon,Philadelphia,PA,19148.0,39.9137981886,-75.1511147859,2.0,23,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24.0,2.588743049269365,19148.0,60226.0,75581.0,1,0,0,0,1,0,0,0,0
1308,1487,THDT2sGR0efmkqGz6PFkEg,Deborah's Kitchen,2608 Girard Ave,Philadelphia,PA,19130.0,39.9738245,-75.1792592,4.0,8,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10.4,3.717431491953023,19130.0,88858.0,121662.0,1,0,0,0,1,0,0,1,1
1309,1489,hrxuwAwj7TIgAgo6TkPEMQ,Saxbys 11th and Locust,234-236 S11th St,Philadelphia,PA,19107.0,39.947449137,-75.1593495905,3.5,42,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,9.357142857142858,3.513990943267259,19107.0,60676.0,91522.0,0,0,0,1,1,0,0,1,1
1310,1490,rnecTemi_wnY5fjBng77Kw,Kayu,1717 Arch St,Philadelphia,PA,19103.0,39.9554942817,-75.1689308789,3.5,29,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11.6,3.5182207633248024,19103.0,79110.0,134268.0,1,0,0,0,1,0,0,1,1
1311,1491,57bce3hS4snqOknTfsiMKw,Station Pizza,9319 Krewstown Rd,Philadelphia,PA,19115.0,40.086125,-75.044986,2.5,58,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.357142857142858,2.705326289207868,19115.0,57323.0,82939.0,1,0,0,0,0,1,0,0,0
1312,1492,xz_RcwDtr8_nHWnSj-oU-A,Saladworks,8500 Essington Ave,Philadelphia,PA,19153.0,39.87642,-75.24698,2.5,31,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,16.0,2.828522062732589,19153.0,54485.0,58996.0,1,0,0,0,1,0,0,0,0
1313,1493,RtmrqFKEtcJJdUkQEiSqDw,Brasserie Perrier,1619 Walnut St,Philadelphia,PA,19103.0,39.9501502,-75.1683554,3.5,28,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,11.014882185523954,3.518654591023012,19103.0,79110.0,134268.0,0,1,0,0,0,1,0,1,1
1314,1495,ra6Ejpr6Y5nJL1Um6pzTdg,Mustard Greens Restaurant,622 S 2nd St,Philadelphia,PA,19147.0,39.9405417,-75.1459758,4.0,97,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,5.285714285714286,3.943995430837537,19147.0,86147.0,128426.0,1,0,0,0,0,1,0,1,1
1315,1496,Zxr0o83EgGQcf6wnS7dUXw,Jin House,1117 Locust St,Philadelphia,PA,19107.0,39.9478229,-75.1600295,3.0,76,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,12.0,3.086483253588517,19107.0,60676.0,91522.0,1,0,0,0,0,1,0,1,1
1316,1497,i-FcfJpx8COXHJuj4PFb3Q,Azione,241 Chestnut St,Philadelphia,PA,19106.0,39.948674,-75.145814,2.0,5,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.014882185523954,3.1464996222613952,19106.0,116368.0,162885.0,1,0,0,0,0,1,0,1,1
1317,1498,kxKai8GE5oDMPevV7oxvbA,Tequilas Restaurant,1602 Locust St,Philadelphia,PA,19103.0,39.9485127,-75.1680322,4.0,753,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,6,5.0,3.991895036275054,19103.0,79110.0,134268.0,1,0,0,0,1,0,0,1,1
1318,1499,0hPp_rLhzOVZ0YRbojvSeQ,Montesini Pizza,6420 Frankford Ave,Philadelphia,PA,19135.0,40.0295108576,-75.0583856691,4.0,55,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,11.714285714285714,3.909905693086472,19135.0,44329.0,63165.0,1,0,0,0,0,1,0,0,0
1319,1500,c3bTW4kOYpIjibqoy-5i_w,Artigiano Pizza,3804 Morrell Ave,Philadelphia,PA,19114.0,40.064705,-74.987157,2.5,28,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.014882185523954,2.851987924356345,19114.0,65893.0,80138.0,1,0,0,0,0,1,0,1,0
1320,1501,yPOVNQu0iU6BR8RPIfIE3Q,Crêpe Town,1500 Spring Garden St,Philadelphia,PA,19130.0,39.9623509,-75.1637363,3.0,11,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,10.333333333333334,3.3113397129186604,19130.0,88858.0,121662.0,1,0,0,0,1,0,0,1,1
1321,1502,loKMBVzemBJN0RMGwW8K8w,Baba Olga's Cafe & Supper Club,4700 Wissahickon Ave,Philadelphia,PA,19144.0,40.0155545,-75.1728699,4.5,25,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,11.014882185523954,4.161115200588885,19144.0,35047.0,54552.0,1,0,0,0,1,0,0,0,0
1322,1503,Tbc0uyY1O-Fc18FfTCDqIA,Kristina Pizza,1901 N Mascher St,Philadelphia,PA,19122.0,39.9790008,-75.1353151,3.5,10,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.014882185523954,3.532645534290271,19122.0,44758.0,72780.0,1,0,0,0,0,1,0,0,0
1323,1504,42iv8H7NqN1f9fSz_NPf4g,El Boom Catracho,1438 Federal St,Philadelphia,PA,19146.0,39.9358187,-75.1686973,5.0,8,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,12.5,4.081067855589387,19146.0,77091.0,108126.0,0,0,0,1,1,0,0,1,1
